Date,Lo 30,Med 40,Hi 30
2020-12-29,   -0.33,   -0.33,   -0.59
2020-12-30,    0.08,    0.60,    0.66
2020-12-31,    0.32,    0.70,    0.67
2021-01-04,   -1.40,   -1.20,   -1.24
2021-01-05,    0.70,    0.99,    1.32
2021-01-06,   -0.35,    2.83,    4.57
2021-01-07,    2.03,    1.04,    1.41
2021-01-08,    0.78,    0.02,   -0.49
2021-01-11,   -0.98,    0.26,    0.64
2021-01-12,   -0.01,    0.69,    1.61
2021-01-13,    0.20,   -0.25,   -0.29
2021-01-14,   -0.64,    0.63,    1.62
2021-01-15,   -0.61,   -1.11,   -1.98
2021-01-19,    1.07,    0.61,    0.73
2021-01-20,    1.86,    0.43,   -0.09
2021-01-21,    0.35,   -0.69,   -1.01
2021-01-22,   -0.04,   -0.42,   -0.10
2021-01-25,    0.57,   -0.16,   -0.48
2021-01-26,   -0.15,   -0.56,   -0.72
2021-01-27,   -2.50,   -2.76,   -2.01
2021-01-28,    0.73,    1.62,    0.88
2021-01-29,   -1.92,   -1.88,   -1.82
2021-02-01,    1.97,    1.40,    0.82
2021-02-02,    1.48,    1.51,    1.60
2021-02-03,   -0.14,    0.36,    1.08
2021-02-04,    1.01,    1.31,    2.07
2021-02-05,    0.62,    0.40,    0.36
2021-02-08,    0.68,    1.46,    1.86
2021-02-09,   -0.05,    0.10,    0.19
2021-02-10,   -0.18,    0.16,    0.08
2021-02-11,    0.35,    0.15,   -0.37
2021-02-12,    0.47,    0.44,    0.89
2021-02-16,   -0.45,    0.25,    1.33
2021-02-17,   -0.28,    0.05,    0.21
2021-02-18,   -0.54,   -0.64,   -1.05
2021-02-19,   -0.30,    0.73,    1.32
2021-02-22,   -1.79,    0.29,    1.18
2021-02-23,   -0.23,    0.60,    0.27
2021-02-24,    0.80,    1.53,    2.50
2021-02-25,   -2.87,   -2.24,   -2.47
2021-02-26,    0.04,   -0.85,   -1.48
2021-03-01,    2.55,    2.58,    3.22
2021-03-02,   -1.25,   -0.75,   -0.18
2021-03-03,   -2.29,   -0.23,    1.00
2021-03-04,   -1.83,   -1.04,   -1.30
2021-03-05,    1.79,    2.38,    2.15
2021-03-08,   -1.63,    0.95,    1.90
2021-03-09,    2.62,    0.13,   -0.48
2021-03-10,    0.12,    1.29,    2.43
2021-03-11,    1.79,    0.63,    0.00
2021-03-12,   -0.39,    0.83,    1.15
2021-03-15,    0.87,    0.52,   -0.58
2021-03-16,   -0.05,   -0.70,   -1.45
2021-03-17,    0.18,    0.47,    1.05
2021-03-18,   -2.19,   -1.43,   -0.16
2021-03-19,    0.37,   -0.09,   -0.51
2021-03-22,    1.19,   -0.34,   -1.35
2021-03-23,   -0.62,   -1.76,   -2.48
2021-03-24,   -1.18,   -0.30,   -0.30
2021-03-25,    0.24,    1.14,    2.11
2021-03-26,    1.63,    1.36,    1.81
2021-03-29,   -0.17,   -0.77,   -1.33
2021-03-30,   -0.44,    0.29,    1.37
2021-03-31,    1.08,   -0.25,   -0.85
2021-04-01,    1.37,    1.15,    1.28
2021-04-05,    1.71,    0.67,    0.58
2021-04-06,   -0.03,   -0.08,    0.13
2021-04-07,    0.08,   -0.22,   -0.14
2021-04-08,    0.89,    0.11,   -0.20
2021-04-09,    0.80,    0.42,    0.57
2021-04-12,   -0.04,   -0.08,    0.30
2021-04-13,    0.77,   -0.23,   -0.95
