Date,Lo 30,Med 40,Hi 30
2021-02-03,    0.31,    0.65,   -0.32
2021-02-04,    1.67,    0.97,    1.11
2021-02-05,    1.22,    0.60,    0.31
2021-02-08,    1.90,    1.00,    0.64
2021-02-09,    0.17,    0.03,   -0.07
2021-02-10,    0.13,   -0.19,   -0.07
2021-02-11,    0.39,    0.11,    0.26
2021-02-12,    0.50,    0.76,    0.35
2021-02-16,   -0.12,    0.12,   -0.27
2021-02-17,   -0.47,    0.02,   -0.17
2021-02-18,   -1.10,   -0.73,   -0.37
2021-02-19,    1.18,    0.15,   -0.28
2021-02-22,   -1.34,   -0.98,   -0.96
2021-02-23,   -0.38,    0.05,    0.11
2021-02-24,    1.16,    1.61,    0.83
2021-02-25,   -3.40,   -2.54,   -2.53
2021-02-26,   -0.21,   -0.82,   -0.05
2021-03-01,    3.01,    2.76,    2.41
2021-03-02,   -1.46,   -0.71,   -1.07
2021-03-03,   -2.21,   -1.00,   -1.54
2021-03-04,   -2.53,   -1.40,   -1.40
2021-03-05,    1.55,    1.83,    2.18
2021-03-08,   -0.87,   -0.45,   -0.69
2021-03-09,    2.00,    1.49,    1.70
2021-03-10,    0.92,    0.95,    0.38
2021-03-11,    2.33,    1.20,    1.09
2021-03-12,    0.02,    0.20,   -0.01
2021-03-15,    0.58,    0.42,    0.79
2021-03-16,   -1.13,   -0.74,    0.14
2021-03-17,    0.44,    0.43,    0.25
2021-03-18,   -2.68,   -1.39,   -1.79
2021-03-19,    0.57,    0.03,    0.12
2021-03-22,    0.11,   -0.06,    1.09
2021-03-23,   -2.17,   -1.17,   -0.70
2021-03-24,   -1.84,   -0.51,   -0.81
2021-03-25,    0.81,    0.99,    0.38
2021-03-26,    1.34,    1.46,    1.72
2021-03-29,   -1.64,   -0.51,    0.00
2021-03-30,    0.52,    0.35,   -0.53
2021-03-31,    1.19,    0.29,    0.54
2021-04-01,    1.90,    1.20,    1.18
2021-04-05,    0.22,    1.41,    1.64
2021-04-06,    0.38,   -0.01,   -0.16
2021-04-07,   -0.62,   -0.17,    0.27
2021-04-08,    1.02,    0.33,    0.63
2021-04-09,    0.30,    0.58,    0.86
2021-04-12,   -0.16,    0.14,   -0.06
2021-04-13,    0.79,    0.38,    0.23
2021-04-14,    0.13,   -0.11,   -0.60
